case_id,state,district,referral_date,referral_source,child_age_group,case_type,risk_level,outreach_attempts,service_provided,follow_up_status,case_status,support_amount_inr,days_to_first_contact,outcome_category
CWI-000305,rajasthan,Jodhpur,2024-11-01,Self/Family,11-14,Mental Health Support,Medium,3,Nutrition Support,Pending,Open,6928,5,Improved Access to Services
CWI-002628,Tamil Nadu,Chennai,2025-02-30,Childline/Helpline,15-17,Education Support,Medium,1,Medical Referral,Pending,Referred,4996,3,Ongoing Support Needed
CWI-008966,AP,Vijayawada,2025-05-11,Community Worker,15-17,Family Reintegration,Medium,2,Shelter Referral,Completed,Closed,5917,5,Ongoing Support Needed
CWI-004514,Andhra Pradesh,Tirupati,2024-04-18,Healthcare Facility,6-10,Protection Concern,Critical,2,Legal Aid Referral,In Progress,Closed,9606,0,Ongoing Support Needed
CWI-005911,Uttar pradesh,Agra,2023-12-24,Childline/Helpline,11-14,Education Support,Medium,3,Counseling,Pending,Closed,3891,6,Improved Access to Services
CWI-008314,Tamil Nadu,Salem,2023-01-06,Childline/Helpline,11-14,Health/Nutrition,Low,2,Family Counseling,Completed,Closed,2036,9,Stabilized
CWI-003101,Uttar Pradesh,Varanasi,2025-10-13,Community Worker,6-10,Emergency Shelter,Low,1,Family Counseling,Unable to Contact,Open,3497,6,Stabilized
CWI-005704,Kerala,Kozhikode,2025-08-08,NGO Partner,15-17,Education Support,Low,2,Nutrition Support,Completed,Closed,2852,5,Improved Access to Services
CWI-003899,Andhra Pradesh,Visakhapatnam,2023-02-04,Community Worker,6-10,Family Reintegration,Low,4,Shelter Referral,Completed,Closed,1090,3,Referred to Specialist Agency
CWI-005441,Andhra Pradesh,Vijayawada,2023-07-24,NGO Partner,6-10,Education Support,High,2,Family Counseling,Completed,Open,2143,4,Unable to Verify Outcome
CWI-007931,Tamil Nadu,Salem,2024-09-09,NGO Partner,15-17,Mental Health Support,High,2,Medical Referral,In Progress,Referred,6509,4,Stabilized
CWI-000622,Maharashtra,Mumbai,2025-10-31,NGO Partner,11-14,Emergency Shelter,Low,4,Counseling,In Progress,Referred,519,16,Referred to Specialist Agency
CWI-007236,Rajasthan,Ajmer,2023-03-04,Community Worker,15-17,Education Support,Low,3,Nutrition Support,Completed,Closed,3031,1,Improved Access to Services
CWI-002499,Rajasthan,Jodhpur,2025-11-01,School,15-17,Education Support,High,2,Family Counseling,Pending,Closed,8415,3,Improved Access to Services
CWI-000714,Uttar Pradesh,Lucknow,2023-12-13,NGO Partner,11-14,Health/Nutrition,Medium,2,Education Kit,In Progress,Open,3278,2,Improved Access to Services
CWI-008404,Rajasthan,Udaipur,2025-12-26,Healthcare Facility,0-5,Health/Nutrition,Medium,3,Shelter Referral,Completed,Closed,200,1,Stabilized
CWI-002856,Uttar Pradesh,Prayagraj,2024-01-17,School,0-5,Emergency Shelter,High,3,Cash Support,Pending,Open,5893,1,Improved Access to Services
CWI-004270,Kerala,Thiruvananthapuram,2024-12-25,Childline/Helpline,15-17,Protection Concern,Critical,1,Counseling,Completed,Closed,10392,2,Ongoing Support Needed
CWI-002909,Uttar Pradesh,Prayagraj,2025-01-31,Community Worker,11-14,Emergency Shelter,Low,4,Shelter Referral,In Progress,Open,3340,6,Stabilized
CWI-008081,karnataka,Mangaluru,2023-08-19,Community Worker,6-10,Protection Concern,Medium,3,Education Kit,Completed,Open,5697,5,Stabilized
CWI-004517,Maharashtra,Thane,2025-01-13,School,15-17,Health/Nutrition,Critical,3,Family Counseling,Completed,Open,9628,0,Improved Access to Services
CWI-001262,maharashtra,Pune,2023-06-23,School,6-10,Emergency Shelter,Medium,2,Nutrition Support,In Progress,Closed,2081,5,Improved Access to Services
CWI-003161,Uttar Pradesh,Prayagraj,2024-11-05,Childline/Helpline,11-14,Health/Nutrition,Medium,4,Legal Aid Referral,Completed,Referred,4692,7,Stabilized
CWI-000971,Karnataka,Bengaluru Urban,2023-08-25,School,6-10,Mental Health Support,High,1,Nutrition Support,Unable to Contact,Escalated,4227,4,Improved Access to Services
CWI-003913,rajasthan,Jaipur,2025-05-10,NGO Partner,11-14,Health/Nutrition,Medium,6,Medical Referral,Completed,Closed,2729,0,Stabilized
CWI-005199,Kerala,Kochi,2025-01-03,School,11-14,Mental Health Support,Critical,3,Education Kit,Completed,Closed,6483,0,Referred to Specialist Agency
CWI-008847,rajasthan,Udaipur,2025-09-09,Community Worker,11-14,Mental Health Support,Critical,4,Shelter Referral,Pending,Open,10695,0,Unable to Verify Outcome
CWI-000260,NCT Delhi,New Delhi,2025-03-14,Self/Family,11-14,Protection Concern,High,2,Counseling,Completed,Open,4847,0,Referred to Specialist Agency
CWI-003791,Karnataka,Mysuru,2023-05-19,Childline/Helpline,6-10,Emergency Shelter,Low,3,Legal Aid Referral,Completed,Closed,2546,3,Stabilized
CWI-009203,Maharashtra,Thane,2023-06-28,Community Worker,15-17,Family Reintegration,Medium,5,Education Kit,Completed,Open,3990,8,Improved Access to Services
CWI-000488,Karnataka,Belagavi,2024-01-16,School,0-5,Emergency Shelter,Critical,2,Legal Aid Referral,Completed,Closed,8794,1,Stabilized
CWI-007908,Rajasthan,,2023-09-05,Community Worker,11-14,Family Reintegration,Medium,1,Medical Referral,Completed,Referred,6867,6,Ongoing Support Needed
CWI-000519,Telangana,Rangareddy,2023-02-01,NGO Partner,6-10,Health/Nutrition,Low,3,Cash Support,Completed,Closed,3931,4,Stabilized
CWI-008343,West Bengal,Howrah,2025-05-31,Police,6-10,Education Support,Medium,5,Education Kit,Completed,Referred,125000,5,Improved Access to Services
CWI-000312,Maharashtra,Thane,2023-05-29,Police,0-5,Emergency Shelter,High,2,Counseling,In Progress,Closed,8162,2,Referred to Specialist Agency
CWI-003232,Andhra Pradesh,Vijayawada,2023-05-11,Childline/Helpline,6-10,Protection Concern,High,2,Medical Referral,In Progress,Open,5177,5,Referred to Specialist Agency
CWI-007933,Telangana,Warangal,2024-03-14,NGO Partner,0-5,Protection Concern,Low,2,Family Counseling,Unable to Contact,Closed,2453,11,Referred to Specialist Agency
CWI-007458,Rajasthan,Jodhpur,2025-04-14,NGO Partner,11-14,Education Support,Low,2,Cash Support,Pending,Closed,3893,8,Ongoing Support Needed
CWI-009784,Karnataka,Belagavi,2025-11-23,Police,0-5,Health/Nutrition,Low,2,Medical Referral,Completed,Escalated,100,3,Improved Access to Services
CWI-005184,West Bengal,Darjeeling,2024-12-13,School,11-14,Mental Health Support,Low,4,Cash Support,Pending,Closed,3330,11,Ongoing Support Needed
CWI-008077,Telangana,Hyderabad,2023-02-05,Healthcare Facility,11-14,Mental Health Support,Medium,2,Shelter Referral,Completed,Closed,6092,7,Stabilized
CWI-006502,Tamil Nadu,Coimbatore,2023-10-18,NGO Partner,15-17,Education Support,Medium,4,Education Kit,In Progress,Closed,3128,7,Unable to Verify Outcome
CWI-006791,Tamil Nadu,Tiruchirappalli,2025-06-13,Self/Family,11-14,Protection Concern,Medium,2,Legal Aid Referral,In Progress,Closed,1712,4,Improved Access to Services
CWI-007773,Telangana,Hyderabad,2023-09-06,NGO Partner,11-14,Emergency Shelter,Medium,3,Counseling,In Progress,reffered,5226,0,Stabilized
CWI-002738,delhi,South Delhi,2023-01-27,Childline/Helpline,15-17,Education Support,Medium,2,Cash Support,Pending,Closed,4174,0,Ongoing Support Needed
CWI-007842,Karnataka,Bengaluru Urban,2023-03-13,Childline/Helpline,15-17,Emergency Shelter,Low,5,Nutrition Support,In Progress,Escalated,1702,2,Referred to Specialist Agency
CWI-006262,Andhra pradesh,Kurnool,2024-09-13,Healthcare Facility,0-5,Health/Nutrition,Low,6,Counseling,In Progress,Closed,1546,4,Stabilized
CWI-008206,Tamil Nadu,Madurai,2024-11-11,School,6-10,Mental Health Support,Low,7,Counseling,Completed,Closed,2827,14,Ongoing Support Needed
CWI-001248,Karnataka,Belagavi,2023-09-11,Childline/Helpline,6-10,Mental Health Support,Medium,2,Medical Referral,Completed,Escalated,4671,8,Stabilized
CWI-009336,Rajasthan,Udaipur,2025-02-23,Childline/Helpline,15-17,Family Reintegration,Low,3,Nutrition Support,Completed,Closed,496,5,Stabilized
CWI-004195,karnataka,Mangaluru,2025-01-07,Childline/Helpline,11-14,Health/Nutrition,Low,3,Medical Referral,Completed,Closed,3125,3,Unable to Verify Outcome
CWI-008001,Delhi,New Delhi,2024-08-20,NGO Partner,15-17,Protection Concern,Medium,5,Counseling,Completed,Referred,3382,0,Stabilized
CWI-007378,Uttar Pradesh,Prayagraj,2023-02-02,Healthcare Facility,6-10,Education Support,Low,4,Counseling,Pending,Referred,3548,6,Ongoing Support Needed
CWI-003435,Telangana,Rangareddy,2023-04-15,Healthcare Facility,11-14,Health/Nutrition,Low,3,Education Kit,Completed,open,2898,11,Referred to Specialist Agency
CWI-005382,West Bengal,Siliguri,2023-10-14,Healthcare Facility,6-10,Health/Nutrition,Low,1,Medical Referral,In Progress,Closed,2435,10,Ongoing Support Needed
CWI-000959,Maharashtra,Mumbai,2024-01-05,School,11-14,Mental Health Support,Medium,4,Legal Aid Referral,Pending,Open,3359,5,Ongoing Support Needed
CWI-000417,Andhra Pradesh,Tirupati,2023-12-20,Community Worker,11-14,Education Support,Medium,4,Medical Referral,In Progress,Closed,5353,5,Ongoing Support Needed
CWI-005742,West Bengal,Asansol,2023-02-20,Healthcare Facility,15-17,Mental Health Support,Medium,2,Education Kit,In Progress,Referred,5079,1,Referred to Specialist Agency
CWI-006728,Karnataka,Dharwad,2023-06-06,NGO Partner,6-10,Education Support,High,2,Medical Referral,Completed,Open,4828,2,Ongoing Support Needed
CWI-004382,Tamil Nadu,Salem,2023-08-06,Childline/Helpline,15-17,Emergency Shelter,High,6,Medical Referral,Pending,Closed,6866,2,Unable to Verify Outcome
CWI-006211,maharashtra,Nagpur,2023-11-30,Childline/Helpline,0-5,Education Support,Low,2,Education Kit,Completed,Open,2196,5,Stabilized
CWI-001113,West Bengal,Howrah,2023-09-08,Community Worker,15-17,Emergency Shelter,High,4,Nutrition Support,Completed,Closed,6759,2,Unable to Verify Outcome
CWI-002689,Karnataka,Mangaluru,2024-02-17,Community Worker,11-14,Health/Nutrition,High,3,Counseling,Completed,Closed,4934,1,Stabilized
CWI-006473,Uttar Pradesh,Lucknow,2024-03-16,Community Worker,6-10,Education Support,Low,2,Medical Referral,In Progress,Closed,1792,3,Ongoing Support Needed
CWI-008820,Uttar Pradesh,Prayagraj,2024-12-02,NGO Partner,0-5,Emergency Shelter,Medium,3,Shelter Referral,Completed,Closed,5977,2,Referred to Specialist Agency
CWI-007808,Tamil Nadu,Tiruchirappalli,2024-05-30,School,11-14,Health/Nutrition,Low,2,Nutrition Support,Unable to Contact,Open,1392,7,Ongoing Support Needed
CWI-003411,West Bengal,Darjeeling,2024-11-10,Police,6-10,Protection Concern,Medium,5,Cash Support,Completed,Open,3108,5,Improved Access to Services
CWI-000081,West Bengal,Kolkata,2023-10-30,Healthcare Facility,15-17,Health/Nutrition,Low,1,Shelter Referral,Completed,Closed,1559,10,Improved Access to Services
CWI-004614,Maharashtra,Mumbai,2024-08-08,Police,11-14,Mental Health Support,Low,3,Medical Referral,Completed,Escalated,2290,7,Stabilized
CWI-001374,Rajastan,Ajmer,2025-10-28,Childline/Helpline,6-10,Emergency Shelter,Low,1,Cash Support,Pending,Closed,3252,6,Ongoing Support Needed
CWI-001510,Kerala,Thrissur,2025-01-27,Childline/Helpline,6-10,Mental Health Support,Medium,4,Family Counseling,In Progress,Closed,5847,4,Referred to Specialist Agency
CWI-006443,Rajasthan,Ajmer,2025-04-26,NGO Partner,11-14,Emergency Shelter,Medium,2,Cash Support,Completed,Open,2324,9,Ongoing Support Needed
CWI-003071,Telangana,Warangal,2023-12-12,Healthcare Facility,6-10,Education Support,Low,5,Nutrition Support,In Progress,Referred,1320,0,Stabilized
CWI-003016,Kerala,Thrissur,2024-03-18,Healthcare Facility,11-14,Mental Health Support,High,3,Counseling,Completed,Closed,3192,1,Referred to Specialist Agency
CWI-004823,West Bengal,Kolkata,2025-08-23,Police,11-14,Health/Nutrition,Medium,5,Counseling,Completed,Closed,5199,3,Improved Access to Services
CWI-007822,Delhi,West Delhi,2023-03-23,School,6-10,Mental Health Support,Medium,5,Medical Referral,Completed,Open,4896,5,Stabilized
CWI-000093,Maharashtra,Nashik,2025-02-20,Police,6-10,Mental Health Support,Low,2,Counseling,Pending,Referred,2128,6,Stabilized
CWI-009421,telangana,Warangal,2025-04-22,NGO Partner,11-14,Emergency Shelter,Medium,3,Nutrition Support,Completed,Closed,3113,3,Stabilized
CWI-006600,Maharashtra,Thane,2024-05-03,Community Worker,15-17,Health/Nutrition,Critical,2,Legal Aid Referral,Pending,Closed,5941,0,Referred to Specialist Agency
CWI-004443,Uttar Pradesh,Varanasi,2024-07-28,Community Worker,15-17,Family Reintegration,Low,4,Counseling,In Progress,Open,1189,3,Unable to Verify Outcome
CWI-007602,Uttar Pradesh,Agra,2024-01-25,Police,11-14,Education Support,Low,3,Cash Support,Completed,Closed,2310,2,Improved Access to Services
CWI-003835,Tamil Nadu,Coimbatore,13/41/2024,Self/Family,6-10,Education Support,Low,2,Nutrition Support,Pending,Closed,2055,11,Ongoing Support Needed
CWI-009702,Andhra Pradesh,Kurnool,2023-07-06,School,11-14,Health/Nutrition,Medium,2,Family Counseling,In Progress,Referred,5468,11,Stabilized
CWI-004322,Delhi,New Delhi,2023-04-01,Community Worker,11-14,Protection Concern,High,6,Legal Aid Referral,Completed,Open,3592,0,Stabilized
CWI-003394,Telangana,Rangareddy,2023-04-28,Police,11-14,Health/Nutrition,Medium,3,Cash Support,Completed,Open,5308,3,Ongoing Support Needed
CWI-004752,Delhi,East Delhi,2023-04-26,Healthcare Facility,15-17,Mental Health Support,High,3,Family Counseling,Unable to Contact,Referred,5244,0,Stabilized
CWI-007229,Karnatka,Mangaluru,2025-11-11,Childline/Helpline,11-14,Protection Concern,High,3,Medical Referral,Unable to Contact,Closed,9510,8,Improved Access to Services
CWI-009191,maharashtra,Nashik,2024-12-29,Self/Family,0-5,Education Support,High,2,Nutrition Support,Completed,Open,2834,2,Improved Access to Services
CWI-002361,Rajasthan,Jaipur,2023-04-21,Childline/Helpline,15-17,Emergency Shelter,Critical,4,Cash Support,Pending,Closed,10036,1,Referred to Specialist Agency
CWI-001148,Rajasthan,Kota,2025-07-22,Community Worker,6-10,Mental Health Support,Low,3,Shelter Referral,Completed,Open,801,1,Ongoing Support Needed
CWI-005666,West Bengal,Kolkata,2025-09-03,Childline/Helpline,6-10,Education Support,Medium,2,Education Kit,Completed,Open,5712,8,Referred to Specialist Agency
CWI-008075,Uttar Pradesh,Lucknow,2025-03-08,Healthcare Facility,15-17,Education Support,High,8,Shelter Referral,Completed,Referred,3975,1,Improved Access to Services
CWI-004943,Delhi,New Delhi,2023-06-23,Police,6-10,Education Support,Medium,6,Medical Referral,In Progress,Open,4382,4,Stabilized
CWI-003663,UP,,2023-02-14,Community Worker,0-5,Protection Concern,Medium,2,Counseling,Pending,Escalated,3767,0,Ongoing Support Needed
CWI-001563,Uttar Pradesh,Lucknow,2024-03-28,School,0-5,Education Support,Medium,2,Family Counseling,Completed,Referred,4250,3,Unable to Verify Outcome
CWI-004113,Rajasthan,Jodhpur,2024-08-19,Self/Family,11-14,Mental Health Support,Low,5,Counseling,Pending,Open,4946,5,Stabilized
CWI-009050,Maharashtra,Nashik,2024-08-22,Childline/Helpline,6-10,Protection Concern,High,4,Nutrition Support,Unable to Contact,Referred,10016,2,Stabilized
CWI-009276,Telangana,Warangal,2024-06-16,Police,6-10,Emergency Shelter,Medium,4,Medical Referral,Completed,Closed,1318,1,Referred to Specialist Agency
CWI-008538,Uttar Pradesh,Varanasi,2025-07-18,School,0-5,Family Reintegration,High,1,Counseling,Completed,Closed,6635,5,Improved Access to Services
CWI-000795,Telangana,Rangareddy,2024-05-01,Childline/Helpline,11-14,Health/Nutrition,Low,4,Cash Support,Completed,Referred,1905,5,Ongoing Support Needed
CWI-005854,Karnataka,Bengaluru Urban,2023-05-19,Childline/Helpline,11-14,Family Reintegration,High,3,Medical Referral,Completed,Open,3377,4,Improved Access to Services
CWI-007619,kerala,Thrissur,2023-11-07,Healthcare Facility,0-5,Health/Nutrition,Medium,5,Family Counseling,Completed,Referred,4658,4,Stabilized
CWI-001594,Maharashtra,Nashik,2024-01-26,Community Worker,6-10,Health/Nutrition,High,1,Counseling,Completed,Closed,6793,1,Referred to Specialist Agency
CWI-007418,Uttar Pradesh,Prayagraj,2023-08-18,Self/Family,15-17,Family Reintegration,Medium,3,Nutrition Support,Completed,Referred,6263,5,Ongoing Support Needed
CWI-005267,Tamil Nadu,Tiruchirappalli,2025-04-06,Community Worker,15-17,Education Support,Low,5,Family Counseling,Completed,Closed,1690,7,Ongoing Support Needed
CWI-007147,Tamil Nadu,Tiruchirappalli,2025-04-28,Community Worker,15-17,Health/Nutrition,Critical,4,Counseling,Pending,Closed,3873,2,Ongoing Support Needed
CWI-000089,Andhra Pradesh,Tirupati,2024-07-01,NGO Partner,11-14,Protection Concern,Low,3,Medical Referral,Pending,Escalated,2449,10,Referred to Specialist Agency
CWI-008695,Rajasthan,Kota,2023-12-07,Police,6-10,Education Support,High,2,Cash Support,In Progress,Closed,9319,1,Stabilized
CWI-009732,Tamil Nadu,Salem,2025-03-08,Self/Family,6-10,Emergency Shelter,Medium,4,Nutrition Support,Completed,Closed,4144,4,Ongoing Support Needed
CWI-009446,Karnataka,Mysuru,2023-03-29,NGO Partner,15-17,Protection Concern,Low,3,Education Kit,Unable to Contact,Closed,3802,8,Stabilized
CWI-006754,Uttar Pradesh,Prayagraj,2025-01-06,NGO Partner,11-14,Protection Concern,Medium,4,Education Kit,Completed,Open,4916,5,Ongoing Support Needed
CWI-007043,Delhi,West Delhi,2025-06-15,School,15-17,Health/Nutrition,Low,2,Nutrition Support,Completed,Escalated,2368,11,Stabilized
CWI-002234,Uttar Pradesh,Varanasi,2025-05-22,Self/Family,11-14,Health/Nutrition,Low,7,Medical Referral,In Progress,Closed,2194,8,Stabilized
CWI-002803,Telangana,Karimnagar,2025-05-06,Childline/Helpline,11-14,Mental Health Support,Medium,3,Nutrition Support,Completed,In-progress,3293,3,Improved Access to Services
CWI-004424,Karnatka,Dharwad,2024-04-05,Community Worker,6-10,Education Support,High,4,Cash Support,Completed,Open,6718,4,Unable to Verify Outcome
CWI-005663,NCT Delhi,West Delhi,2023-08-30,School,11-14,Protection Concern,High,2,Counseling,Completed,Closed,7947,2,Stabilized
CWI-007170,Telangana,Hyderabad,2025-03-14,NGO Partner,15-17,Education Support,Low,4,Medical Referral,Pending,Referred,1732,11,Stabilized
CWI-008337,Rajasthan,Udaipur,2025-07-05,Police,11-14,Protection Concern,High,2,Legal Aid Referral,Completed,Open,4963,6,Ongoing Support Needed
CWI-002148,Uttar Pradesh,Prayagraj,2024-09-06,Childline/Helpline,0-5,Education Support,Low,2,Shelter Referral,Pending,Open,4234,0,Improved Access to Services
CWI-007969,Telangana,Warangal,2024-04-11,Police,11-14,Family Reintegration,Low,2,Counseling,Completed,Open,5202,7,Improved Access to Services
CWI-006551,Rajasthan,Jaipur,2023-07-23,Childline/Helpline,11-14,Health/Nutrition,Medium,1,Family Counseling,Completed,Closed,1244,5,Ongoing Support Needed
CWI-007643,Tamil Nadu,Madurai,2023-08-12,Police,6-10,Education Support,Medium,2,Family Counseling,Unable to Contact,Referred,-500,5,Stabilized
CWI-006164,Delhi,North Delhi,2024-11-24,Self/Family,6-10,Health/Nutrition,High,5,Nutrition Support,Completed,Open,8402,3,Ongoing Support Needed
CWI-001495,Maharashtra,Nashik,2025-02-30,Self/Family,15-17,Education Support,Medium,4,Family Counseling,In Progress,Open,6830,8,Improved Access to Services
CWI-007696,NCT Delhi,New Delhi,2025-11-04,NGO Partner,6-10,Emergency Shelter,Low,4,Nutrition Support,Pending,Closed,1399,8,Stabilized
